nombre;desag;ind;error;dimension
Tasa de finalización de educación primaria;CAJAMARCA;77.6273399330138;5.08239137680368;EDUCACION
Tasa de finalización de educación primaria;CALLAO;87.4527866979248;5.74227227945363;EDUCACION
Tasa de finalización de educación primaria;CUSCO;76.6595166330573;6.98369481129293;EDUCACION
Tasa de finalización de educación primaria;HUANCAVELICA;80.6012128658368;5.87101183860106;EDUCACION
Tasa de finalización de educación primaria;HUANUCO;69.0574615865551;6.91844474534162;EDUCACION
Tasa de finalización de educación primaria;ICA;88.3567497130542;5.0474319348877;EDUCACION
Tasa de finalización de educación primaria;JUNIN;79.373337632157;6.40457835644159;EDUCACION
Tasa de finalización de educación primaria;LA LIBERTAD;79.3291170977995;5.62684484649362;EDUCACION
Tasa de finalización de educación primaria;LAMBAYEQUE;84.8213963817021;5.06101327803985;EDUCACION
Tasa de finalización de educación primaria;LIMA METROPOLITANA;86.2804818484378;3.51556397077044;EDUCACION
Tasa de finalización de educación primaria;LIMA REGION;87.6046444940766;5.19857179339123;EDUCACION
Tasa de finalización de educación primaria;LORETO;66.406859597757;5.70492814693837;EDUCACION
Tasa de finalización de educación primaria;MADRE DE DIOS;85.0219849074327;9.22072636539104;EDUCACION
Tasa de finalización de educación primaria;MOQUEGUA;87.2245212959564;7.75902860224581;EDUCACION
Tasa de finalización de educación primaria;PASCO;81.1669725424439;7.90863903511425;EDUCACION
Tasa de finalización de educación primaria;PIURA;80.9754210322061;4.88796753443054;EDUCACION
Tasa de finalización de educación primaria;PUNO;82.440506156538;7.47366821190497;EDUCACION
Tasa de finalización de educación primaria;SAN MARTIN;70.9378287839686;6.95981910229952;EDUCACION
Tasa de finalización de educación primaria;TACNA;81.4446465002995;7.72498916834177;EDUCACION
Tasa de finalización de educación primaria;TUMBES;81.5307799772367;8.3407629744393;EDUCACION
Tasa de finalización de educación primaria;UCAYALI;69.8834144458308;7.54040789041475;EDUCACION
Tasa de finalización de educación primaria;HOMBRE;80.4701248088761;1.97823939568614;EDUCACION
Tasa de finalización de educación primaria;MUJER;81.4142898128584;1.91679347952712;EDUCACION
Tasa de finalización de educación primaria;AMAZONAS_HOMBRE;72.8737867893679;9.63122917608946;EDUCACION
Tasa de finalización de educación primaria;ANCASH_HOMBRE;80.9182468804021;7.11467397742902;EDUCACION
Tasa de finalización de educación primaria;APURIMAC_HOMBRE;83.395416429139;9.84881632130252;EDUCACION
Tasa de finalización de educación primaria;AREQUIPA_HOMBRE;83.5866950514975;9.82717228349537;EDUCACION
Tasa de finalización de educación primaria;AYACUCHO_HOMBRE;78.1515470051838;9.56032008639747;EDUCACION
Tasa de finalización de educación primaria;CAJAMARCA_HOMBRE;78.0213345378814;7.91233098332022;EDUCACION
Tasa de finalización de educación primaria;CALLAO_HOMBRE;83.3247955912423;9.42492201049083;EDUCACION
Tasa de finalización de educación primaria;CUSCO_HOMBRE;69.5763497688924;10.8217897057856;EDUCACION
Tasa de finalización de educación primaria;HUANCAVELICA_HOMBRE;76.1258316300435;7.93563565901252;EDUCACION
Tasa de finalización de educación primaria;HUANUCO_HOMBRE;70.3176955431103;8.851075970042;EDUCACION
Tasa de finalización de educación primaria;ICA_HOMBRE;87.9720635476217;7.22928114239655;EDUCACION
Tasa de finalización de educación primaria;JUNIN_HOMBRE;79.9069690446759;8.98504381906838;EDUCACION
Tasa de finalización de educación primaria;LA LIBERTAD_HOMBRE;78.3853642260337;8.0420854566512;EDUCACION
Tasa de finalización de educación primaria;LAMBAYEQUE_HOMBRE;83.8408380226166;6.4914869007918;EDUCACION
Tasa de finalización de educación primaria;LIMA METROPOLITANA_HOMBRE;84.2414660154908;5.30826925325177;EDUCACION
Tasa de finalización de educación primaria;LIMA REGION_HOMBRE;90.4588858542854;7.94866333035786;EDUCACION
Tasa de finalización de educación primaria;LORETO_HOMBRE;62.8635849065672;7.82066542188917;EDUCACION
Tasa de finalización de educación primaria;MADRE DE DIOS_HOMBRE;82.4749667955614;12.8354907422635;EDUCACION
Tasa de finalización de educación primaria;MOQUEGUA_HOMBRE;88.5559674762487;9.27633679531594;EDUCACION
Tasa de finalización de educación primaria;PASCO_HOMBRE;84.0220137060293;9.29438963496301;EDUCACION
Tasa de finalización de educación primaria;PIURA_HOMBRE;86.3963571596403;6.1216988041413;EDUCACION
Tasa de finalización de educación primaria;PUNO_HOMBRE;87.3896579368219;8.16028258154578;EDUCACION
Tasa de finalización de educación primaria;SAN MARTIN_HOMBRE;78.9866392640229;7.81101754848917;EDUCACION
Tasa de finalización de educación primaria;TACNA_HOMBRE;80.3942723493227;12.0846145153965;EDUCACION
Tasa de finalización de educación primaria;TUMBES_HOMBRE;79.894360140313;12.4142216712798;EDUCACION
Tasa de finalización de educación primaria;UCAYALI_HOMBRE;67.9597810211099;9.98744714296541;EDUCACION
Tasa de finalización de educación primaria;AMAZONAS_MUJER;76.2803932749507;10.1191240917382;EDUCACION
Tasa de finalización de educación primaria;ANCASH_MUJER;80.2612031734264;8.06319988683875;EDUCACION
Tasa de finalización de educación primaria;APURIMAC_MUJER;81.7183279485724;9.65416690626817;EDUCACION
Tasa de finalización de educación primaria;AREQUIPA_MUJER;87.6448027307246;8.52111845522391;EDUCACION
Tasa de finalización de educación primaria;AYACUCHO_MUJER;76.7159570916888;9.68891310109093;EDUCACION
Tasa de finalización de educación primaria;CAJAMARCA_MUJER;77.2822997659299;7.33155406159222;EDUCACION
Tasa de finalización de educación primaria;CALLAO_MUJER;91.5582869064697;6.86978368512517;EDUCACION
Tasa de finalización de educación primaria;CUSCO_MUJER;83.3749645253754;7.88292354001735;EDUCACION
